time,hvac_oveZonSupWes_TZonHeaSet_u
1534740,293.15
1534770,293.15
1534800,293.15
1534830,293.15
1534860,293.15
1534890,293.15
1534920,293.15
1534950,293.15
1534980,293.15
1535010,293.15
1535040,293.15
1535070,293.15
1535100,293.15
1535130,293.15
1535160,293.15
1535190,293.15
1535220,293.15
1535250,293.15
1535280,293.15
1535310,293.15
1535340,293.15
1535370,293.15
1535400,293.15
1535430,293.15
1535460,293.15
1535490,293.15
1535520,293.15
1535550,293.15
1535580,293.15
1535610,293.15
1535640,293.15
1535670,293.15
1535700,293.15
1535730,293.15
1535760,293.15
1535790,293.15
1535820,293.15
1535850,293.15
1535880,293.15
1535910,293.15
1535940,293.15
1535970,293.15
1536000,293.15
1536030,293.15
1536060,293.15
1536090,293.15
1536120,293.15
1536150,293.15
1536180,293.15
1536210,293.15
1536240,293.15
1536270,293.15
1536300,293.15
1536330,293.15
1536360,293.15
1536390,293.15
1536420,293.15
1536450,293.15
1536480,293.15
1536510,293.15
1536540,293.15
1536570,293.15
1536600,293.15
1536630,293.15
1536660,293.15
1536690,293.15
1536720,293.15
1536750,293.15
1536780,293.15
1536810,293.15
1536840,293.15
1536870,293.15
1536900,293.15
1536930,293.15
1536960,293.15
1536990,293.15
1537020,293.15
1537050,293.15
1537080,293.15
1537110,293.15
1537140,293.15
1537170,293.15
1537200,293.15
1537230,285.15
1537260,285.15
1537290,285.15
1537320,285.15
1537350,285.15
1537380,285.15
1537410,285.15
1537440,285.15
1537470,285.15
1537500,285.15
1537530,285.15
1537560,285.15
1537590,285.15
1537620,285.15
1537650,285.15
1537680,285.15
1537710,285.15
1537740,285.15
1537770,285.15
1537800,285.15
1537830,285.15
1537860,285.15
1537890,285.15
1537920,285.15
1537950,285.15
1537980,285.15
1538010,285.15
1538040,285.15
1538070,285.15
1538100,285.15
1538130,285.15
1538160,285.15
1538190,285.15
1538220,285.15
1538250,285.15
1538280,285.15
1538310,285.15
1538340,285.15
1538370,285.15
1538400,285.15
1538430,285.15
1538460,285.15
1538490,285.15
1538520,285.15
1538550,285.15
1538580,285.15
1538610,285.15
1538640,285.15
1538670,285.15
1538700,285.15
1538730,285.15
1538760,285.15
1538790,285.15
1538820,285.15
1538850,285.15
1538880,285.15
1538910,285.15
1538940,285.15
1538970,285.15
1539000,285.15
1539030,285.15
1539060,285.15
1539090,285.15
1539120,285.15
1539150,285.15
1539180,285.15
1539210,285.15
1539240,285.15
1539270,285.15
1539300,285.15
1539330,285.15
1539360,285.15
1539390,285.15
1539420,285.15
1539450,285.15
1539480,285.15
1539510,285.15
1539540,285.15
1539570,285.15
1539600,285.15
1539630,285.15
1539660,285.15
1539690,285.15
1539720,285.15
1539750,285.15
1539780,285.15
1539810,285.15
1539840,285.15
1539870,285.15
1539900,285.15
1539930,285.15
1539960,285.15
1539990,285.15
1540020,285.15
1540050,285.15
1540080,285.15
1540110,285.15
1540140,285.15
1540170,285.15
1540200,285.15
1540230,285.15
1540260,285.15
1540290,285.15
1540320,285.15
1540350,285.15
1540380,285.15
1540410,285.15
1540440,285.15
1540470,285.15
1540500,285.15
1540530,285.15
1540560,285.15
1540590,285.15
1540620,285.15
1540650,285.15
1540680,285.15
1540710,285.15
1540740,285.15
1540770,285.15
1540800,285.15
1540830,285.15
1540860,285.15
1540890,285.15
1540920,285.15
1540950,285.15
1540980,285.15
1541010,285.15
1541040,285.15
1541070,285.15
1541100,285.15
1541130,285.15
1541160,285.15
1541190,285.15
1541220,285.15
1541250,285.15
1541280,285.15
1541310,285.15
1541340,285.15
1541370,285.15
1541400,285.15
1541430,285.15
1541460,285.15
1541490,285.15
1541520,285.15
1541550,285.15
1541580,285.15
1541610,285.15
1541640,285.15
1541670,285.15
1541700,285.15
1541730,285.15
1541760,285.15
1541790,285.15
1541820,285.15
1541850,285.15
1541880,285.15
1541910,285.15
1541940,285.15
1541970,285.15
1542000,285.15
1542030,285.15
1542060,285.15
1542090,285.15
1542120,285.15
1542150,285.15
1542180,285.15
1542210,285.15
1542240,285.15
1542270,285.15
1542300,285.15
1542330,285.15
1542360,285.15
1542390,285.15
1542420,285.15
1542450,285.15
1542480,285.15
1542510,285.15
1542540,285.15
1542570,285.15
1542600,285.15
1542630,285.15
1542660,285.15
1542690,285.15
1542720,285.15
1542750,285.15
1542780,285.15
1542810,285.15
1542840,285.15
1542870,285.15
1542900,285.15
1542930,285.15
1542960,285.15
1542990,285.15
1543020,285.15
1543050,285.15
1543080,285.15
1543110,285.15
1543140,285.15
1543170,285.15
1543200,285.15
1543230,285.15
1543260,285.15
1543290,285.15
1543320,285.15
1543350,285.15
1543380,285.15
1543410,285.15
1543440,285.15
1543470,285.15
1543500,285.15
1543530,285.15
1543560,285.15
1543590,285.15
1543620,285.15
1543650,285.15
1543680,285.15
1543710,285.15
1543740,285.15
1543770,285.15
1543800,285.15
1543830,285.15
1543860,285.15
1543890,285.15
1543920,285.15
1543950,285.15
1543980,285.15
1544010,285.15
1544040,285.15
1544070,285.15
1544100,285.15
1544130,285.15
1544160,285.15
1544190,285.15
1544220,285.15
1544250,285.15
1544280,285.15
1544310,285.15
1544340,285.15
1544370,285.15
1544400,285.15
1544430,285.15
1544460,285.15
1544490,285.15
1544520,285.15
1544550,285.15
1544580,285.15
1544610,285.15
1544640,285.15
1544670,285.15
1544700,285.15
1544730,285.15
1544760,285.15
1544790,285.15
1544820,285.15
1544850,285.15
1544880,285.15
1544910,285.15
1544940,285.15
1544970,285.15
1545000,285.15
1545030,285.15
1545060,285.15
1545090,285.15
1545120,285.15
1545150,285.15
1545180,285.15
1545210,285.15
1545240,285.15
1545270,285.15
1545300,285.15
1545330,285.15
1545360,285.15
1545390,285.15
1545420,285.15
1545450,285.15
1545480,285.15
1545510,285.15
1545540,285.15
1545570,285.15
1545600,285.15
1545630,285.15
1545660,285.15
1545690,285.15
1545720,285.15
1545750,285.15
1545780,285.15
1545810,285.15
1545840,285.15
1545870,285.15
1545900,285.15
1545930,285.15
1545960,285.15
1545990,285.15
1546020,285.15
1546050,285.15
1546080,285.15
1546110,285.15
1546140,285.15
1546170,285.15
1546200,285.15
1546230,285.15
1546260,285.15
1546290,285.15
1546320,285.15
1546350,285.15
1546380,285.15
1546410,285.15
1546440,285.15
1546470,285.15
1546500,285.15
1546530,285.15
1546560,285.15
1546590,285.15
1546620,285.15
1546650,285.15
1546680,285.15
1546710,285.15
1546740,285.15
1546770,285.15
1546800,285.15
1546830,285.15
1546860,285.15
1546890,285.15
1546920,285.15
1546950,285.15
1546980,285.15
1547010,285.15
1547040,285.15
1547070,285.15
1547100,285.15
1547130,285.15
1547160,285.15
1547190,285.15
1547220,285.15
1547250,285.15
1547280,285.15
1547310,285.15
1547340,285.15
1547370,285.15
1547400,285.15
1547430,285.15
1547460,285.15
1547490,285.15
1547520,285.15
1547550,285.15
1547580,285.15
1547610,285.15
1547640,285.15
1547670,285.15
1547700,285.15
1547730,285.15
1547760,285.15
1547790,285.15
1547820,285.15
1547850,285.15
1547880,285.15
1547910,285.15
1547940,285.15
1547970,285.15
1548000,285.15
1548030,285.15
1548060,285.15
1548090,285.15
1548120,285.15
1548150,285.15
1548180,285.15
1548210,285.15
1548240,285.15
1548270,285.15
1548300,285.15
1548330,285.15
1548360,285.15
1548390,285.15
1548420,285.15
1548450,285.15
1548480,285.15
1548510,285.15
1548540,285.15
1548570,285.15
1548600,285.15
1548630,285.15
1548660,285.15
1548690,285.15
1548720,285.15
1548750,285.15
1548780,285.15
1548810,285.15
1548840,285.15
1548870,285.15
1548900,285.15
1548930,285.15
1548960,285.15
1548990,285.15
1549020,285.15
1549050,285.15
1549080,285.15
1549110,285.15
1549140,285.15
1549170,285.15
1549200,285.15
1549230,285.15
1549260,285.15
1549290,285.15
1549320,285.15
1549350,285.15
1549380,285.15
1549410,285.15
1549440,285.15
1549470,285.15
1549500,285.15
1549530,285.15
1549560,285.15
1549590,285.15
1549620,285.15
1549650,285.15
1549680,285.15
1549710,285.15
1549740,285.15
1549770,285.15
1549800,285.15
1549830,285.15
1549860,285.15
1549890,285.15
1549920,285.15
1549950,285.15
1549980,285.15
1550010,285.15
1550040,285.15
1550070,285.15
1550100,285.15
1550130,285.15
1550160,285.15
1550190,285.15
1550220,285.15
1550250,285.15
1550280,285.15
1550310,285.15
1550340,285.15
1550370,285.15
1550400,285.15
1550430,285.15
1550460,285.15
1550490,285.15
1550520,285.15
1550550,285.15
1550580,285.15
1550610,285.15
1550640,285.15
1550670,285.15
1550700,285.15
1550730,285.15
1550760,285.15
1550790,285.15
1550820,285.15
1550850,285.15
1550880,285.15
1550910,285.15
1550940,285.15
1550970,285.15
1551000,285.15
1551030,285.15
1551060,285.15
1551090,285.15
1551120,285.15
1551150,285.15
1551180,285.15
1551210,285.15
1551240,285.15
1551270,285.15
1551300,285.15
1551330,285.15
1551360,285.15
1551390,285.15
1551420,285.15
1551450,285.15
1551480,285.15
1551510,285.15
1551540,285.15
1551570,285.15
1551600,285.15
1551630,285.15
1551660,285.15
1551690,285.15
1551720,285.15
1551750,285.15
1551780,285.15
1551810,285.15
1551840,285.15
1551870,285.15
1551900,285.15
1551930,285.15
1551960,285.15
1551990,285.15
1552020,285.15
1552050,285.15
1552080,285.15
1552110,285.15
1552140,285.15
1552170,285.15
1552200,285.15
1552230,285.15
1552260,285.15
1552290,285.15
1552320,285.15
1552350,285.15
1552380,285.15
1552410,285.15
1552440,285.15
1552470,285.15
1552500,285.15
1552530,285.15
1552560,285.15
1552590,285.15
1552620,285.15
1552650,285.15
1552680,285.15
1552710,285.15
1552740,285.15
1552770,285.15
1552800,285.15
1552830,285.15
1552860,285.15
1552890,285.15
1552920,285.15
1552950,285.15
1552980,285.15
1553010,285.15
1553040,285.15
1553070,285.15
1553100,285.15
1553130,285.15
1553160,285.15
1553190,285.15
1553220,285.15
1553250,285.15
1553280,285.15
1553310,285.15
1553340,285.15
1553370,285.15
1553400,285.15
1553430,285.15
1553460,285.15
1553490,285.15
1553520,285.15
1553550,285.15
1553580,285.15
1553610,285.15
1553640,285.15
1553670,285.15
1553700,285.15
1553730,285.15
1553760,285.15
1553790,285.15
1553820,285.15
1553850,285.15
1553880,285.15
1553910,285.15
1553940,285.15
1553970,285.15
1554000,285.15
1554030,285.15
1554060,285.15
1554090,285.15
1554120,285.15
1554150,285.15
1554180,285.15
1554210,285.15
1554240,285.15
1554270,285.15
1554300,285.15
1554330,285.15
1554360,285.15
1554390,285.15
1554420,285.15
1554450,285.15
1554480,285.15
1554510,285.15
1554540,285.15
1554570,285.15
1554600,285.15
1554630,285.15
1554660,285.15
1554690,285.15
1554720,285.15
1554750,285.15
1554780,285.15
1554810,285.15
1554840,285.15
1554870,285.15
1554900,285.15
1554930,285.15
1554960,285.15
1554990,285.15
1555020,285.15
1555050,285.15
1555080,285.15
1555110,285.15
1555140,285.15
1555170,285.15
1555200,285.15
1555230,285.15
1555260,285.15
1555290,285.15
1555320,285.15
1555350,285.15
1555380,285.15
1555410,285.15
1555440,285.15
1555470,285.15
1555500,285.15
1555530,285.15
1555560,285.15
1555590,285.15
1555620,285.15
1555650,285.15
1555680,285.15
1555710,285.15
1555740,285.15
1555770,285.15
1555800,285.15
1555830,285.15
1555860,285.15
1555890,285.15
1555920,285.15
1555950,285.15
1555980,285.15
1556010,285.15
1556040,285.15
1556070,285.15
1556100,285.15
1556130,285.15
1556160,285.15
1556190,285.15
1556220,285.15
1556250,285.15
1556280,285.15
1556310,285.15
1556340,285.15
1556370,285.15
1556400,285.15
1556430,285.15
1556460,285.15
1556490,285.15
1556520,285.15
1556550,285.15
1556580,285.15
1556610,285.15
1556640,285.15
1556670,285.15
1556700,285.15
1556730,285.15
1556760,285.15
1556790,285.15
1556820,285.15
1556850,285.15
1556880,285.15
1556910,285.15
1556940,285.15
1556970,285.15
1557000,285.15
1557030,285.15
1557060,285.15
1557090,285.15
1557120,285.15
1557150,285.15
1557180,285.15
1557210,285.15
1557240,285.15
1557270,285.15
1557300,285.15
1557330,285.15
1557360,285.15
1557390,285.15
1557420,285.15
1557450,285.15
1557480,285.15
1557510,285.15
1557540,285.15
1557570,285.15
1557600,285.15
1557630,285.15
1557660,285.15
1557690,285.15
1557720,285.15
1557750,285.15
1557780,285.15
1557810,285.15
1557840,285.15
1557870,285.15
1557900,285.15
1557930,285.15
1557960,285.15
1557990,285.15
1558020,285.15
1558050,285.15
1558080,285.15
1558110,285.15
1558140,285.15
1558170,285.15
1558200,285.15
1558230,285.15
1558260,285.15
1558290,285.15
1558320,285.15
1558350,285.15
1558380,285.15
1558410,285.15
1558440,285.15
1558470,285.15
1558500,285.15
1558530,285.15
1558560,285.15
1558590,285.15
1558620,285.15
1558650,285.15
1558680,285.15
1558710,285.15
1558740,285.15
1558770,285.15
1558800,285.15
1558830,285.15
1558860,285.15
1558890,285.15
1558920,285.15
1558950,285.15
1558980,285.15
1559010,285.15
1559040,285.15
1559070,285.15
1559100,285.15
1559130,285.15
1559160,285.15
1559190,285.15
1559220,285.15
1559250,285.15
1559280,285.15
1559310,285.15
1559340,285.15
1559370,285.15
1559400,285.15
1559430,285.15
1559460,285.15
1559490,285.15
1559520,285.15
1559550,285.15
1559580,285.15
1559610,285.15
1559640,285.15
1559670,285.15
1559700,285.15
1559730,285.15
1559760,285.15
1559790,285.15
1559820,285.15
1559850,285.15
1559880,285.15
1559910,285.15
1559940,285.15
1559970,285.15
1560000,285.15
1560030,285.15
1560060,285.15
1560090,285.15
1560120,285.15
1560150,285.15
1560180,285.15
1560210,285.15
1560240,285.15
1560270,285.15
1560300,285.15
1560330,285.15
1560360,285.15
1560390,285.15
1560420,285.15
1560450,285.15
1560480,285.15
1560510,285.15
1560540,285.15
1560570,285.15
1560600,285.15
1560630,285.15
1560660,285.15
1560690,285.15
1560720,285.15
1560750,285.15
1560780,285.15
1560810,285.15
1560840,285.15
1560870,285.15
1560900,285.15
1560930,285.15
1560960,285.15
1560990,285.15
1561020,285.15
1561050,285.15
1561080,285.15
1561110,285.15
1561140,285.15
1561170,285.15
1561200,285.15
1561230,285.15
1561260,285.15
1561290,285.15
1561320,285.15
1561350,285.15
1561380,285.15
1561410,285.15
1561440,285.15
1561470,285.15
1561500,285.15
1561530,285.15
1561560,285.15
1561590,285.15
1561620,285.15
1561650,285.15
1561680,285.15
1561710,285.15
1561740,285.15
1561770,285.15
1561800,285.15
1561830,285.15
1561860,285.15
1561890,285.15
1561920,285.15
1561950,285.15
1561980,285.15
1562010,285.15
1562040,285.15
1562070,285.15
1562100,285.15
1562130,285.15
1562160,285.15
1562190,285.15
1562220,285.15
1562250,285.15
1562280,285.15
1562310,285.15
1562340,285.15
1562370,285.15
1562400,285.15
1562430,285.15
1562460,285.15
1562490,285.15
1562520,285.15
1562550,285.15
1562580,285.15
1562610,285.15
1562640,285.15
1562670,285.15
1562700,285.15
1562730,285.15
1562760,285.15
1562790,285.15
1562820,285.15
1562850,285.15
1562880,285.15
1562910,285.15
1562940,285.15
1562970,285.15
1563000,285.15
1563030,285.15
1563060,285.15
1563090,285.15
1563120,285.15
1563150,285.15
1563180,285.15
1563210,285.15
1563240,285.15
1563270,285.15
1563300,285.15
1563330,285.15
1563360,285.15
1563390,285.15
1563420,285.15
1563450,285.15
1563480,285.15
1563510,285.15
1563540,285.15
1563570,285.15
1563600,285.15
1563630,285.15
1563660,285.15
1563690,285.15
1563720,285.15
1563750,285.15
1563780,285.15
1563810,285.15
1563840,285.15
1563870,285.15
1563900,285.15
1563930,285.15
1563960,285.15
1563990,285.15
1564020,285.15
1564050,285.15
1564080,285.15
1564110,285.15
1564140,285.15
1564170,285.15
1564200,285.15
1564230,285.15
1564260,285.15
1564290,285.15
1564320,285.15
1564350,285.15
1564380,285.15
1564410,285.15
1564440,285.15
1564470,285.15
1564500,285.15
1564530,285.15
1564560,285.15
1564590,285.15
1564620,285.15
1564650,285.15
1564680,285.15
1564710,285.15
1564740,285.15
1564770,285.15
1564800,285.15
1564830,285.15
1564860,285.15
1564890,285.15
1564920,285.15
1564950,285.15
1564980,285.15
1565010,285.15
1565040,285.15
1565070,285.15
1565100,285.15
1565130,285.15
1565160,285.15
1565190,285.15
1565220,285.15
1565250,285.15
1565280,285.15
1565310,285.15
1565340,285.15
1565370,285.15
1565400,285.15
1565430,285.15
1565460,285.15
1565490,285.15
1565520,285.15
1565550,285.15
1565580,285.15
1565610,285.15
1565640,285.15
1565670,285.15
1565700,285.15
1565730,285.15
1565760,285.15
1565790,285.15
1565820,285.15
1565850,285.15
1565880,285.15
1565910,285.15
1565940,285.15
1565970,285.15
1566000,285.15
1566030,285.15
1566060,285.15
1566090,285.15
1566120,285.15
1566150,285.15
1566180,285.15
1566210,285.15
1566240,285.15
1566270,285.15
1566300,285.15
1566330,285.15
1566360,285.15
1566390,285.15
1566420,285.15
1566450,285.15
1566480,285.15
1566510,285.15
1566540,285.15
1566570,285.15
1566600,285.15
1566630,285.15
1566660,285.15
1566690,285.15
1566720,285.15
1566750,285.15
1566780,285.15
1566810,285.15
1566840,285.15
1566870,285.15
1566900,285.15
1566930,285.15
1566960,285.15
1566990,285.15
1567020,285.15
1567050,285.15
1567080,285.15
1567110,285.15
1567140,285.15
1567170,285.15
1567200,285.15
1567230,285.15
1567260,285.15
1567290,285.15
1567320,285.15
1567350,285.15
1567380,285.15
1567410,285.15
1567440,285.15
1567470,285.15
1567500,285.15
1567530,285.15
1567560,285.15
1567590,285.15
1567620,285.15
1567650,285.15
1567680,285.15
1567710,285.15
1567740,285.15
1567770,285.15
1567800,285.15
1567830,285.15
1567860,285.15
1567890,285.15
1567920,285.15
1567950,285.15
1567980,285.15
1568010,285.15
1568040,285.15
1568070,285.15
1568100,285.15
1568130,285.15
1568160,285.15
1568190,285.15
1568220,285.15
1568250,285.15
1568280,285.15
1568310,285.15
1568340,285.15
1568370,285.15
1568400,285.15
1568430,285.15
1568460,285.15
1568490,285.15
1568520,285.15
1568550,285.15
1568580,285.15
1568610,285.15
1568640,285.15
1568670,285.15
1568700,285.15
1568730,285.15
1568760,285.15
1568790,285.15
1568820,285.15
1568850,285.15
1568880,285.15
1568910,285.15
1568940,285.15
1568970,285.15
1569000,285.15
1569030,285.15
1569060,285.15
1569090,285.15
1569120,285.15
1569150,285.15
1569180,285.15
1569210,285.15
1569240,285.15
1569270,285.15
1569300,285.15
1569330,285.15
1569360,285.15
1569390,285.15
1569420,285.15
1569450,285.15
1569480,285.15
1569510,285.15
1569540,285.15
1569570,285.15
1569600,285.15
1569630,285.15
1569660,285.15
1569690,285.15
1569720,285.15
1569750,285.15
1569780,285.15
1569810,285.15
1569840,285.15
1569870,285.15
1569900,285.15
1569930,285.15
1569960,285.15
1569990,285.15
1570020,285.15
1570050,285.15
1570080,285.15
1570110,285.15
1570140,285.15
1570170,285.15
1570200,285.15
1570230,285.15
1570260,285.15
1570290,285.15
1570320,285.15
1570350,285.15
1570380,285.15
1570410,285.15
1570440,285.15
1570470,285.15
1570500,285.15
1570530,285.15
1570560,285.15
1570590,285.15
1570620,285.15
1570650,285.15
1570680,285.15
1570710,285.15
1570740,285.15
1570770,285.15
1570800,285.15
1570830,285.15
1570860,285.15
1570890,285.15
1570920,285.15
1570950,285.15
1570980,285.15
1571010,285.15
1571040,285.15
1571070,285.15
1571100,285.15
1571130,285.15
1571160,285.15
1571190,285.15
1571220,285.15
1571250,285.15
1571280,285.15
1571310,285.15
1571340,285.15
1571370,285.15
1571400,285.15
1571430,285.15
1571460,285.15
1571490,285.15
1571520,285.15
1571550,285.15
1571580,285.15
1571610,285.15
1571640,285.15
1571670,285.15
1571700,285.15
1571730,285.15
1571760,285.15
1571790,285.15
1571820,285.15
1571850,285.15
1571880,285.15
1571910,285.15
1571940,285.15
1571970,285.15
1572000,285.15
1572030,285.15
1572060,285.15
1572090,285.15
1572120,285.15
1572150,285.15
1572180,285.15
1572210,285.15
1572240,285.15
1572270,285.15
1572300,285.15
1572330,285.15
1572360,285.15
1572390,285.15
1572420,285.15
1572450,285.15
1572480,285.15
1572510,285.15
1572540,285.15
1572570,285.15
1572600,285.15
1572630,285.15
1572660,285.15
1572690,285.15
1572720,285.15
1572750,285.15
1572780,285.15
1572810,285.15
1572840,285.15
1572870,285.15
1572900,285.15
1572930,285.15
1572960,285.15
1572990,285.15
1573020,285.15
1573050,285.15
1573080,285.15
1573110,285.15
1573140,285.15
1573170,285.15
1573200,285.15
1573230,285.15
1573260,285.15
1573290,285.15
1573320,285.15
1573350,285.15
1573380,285.15
1573410,285.15
1573440,285.15
1573470,285.15
1573500,285.15
1573530,285.15
1573560,285.15
1573590,285.15
1573620,285.15
1573650,285.15
1573680,285.15
1573710,285.15
1573740,285.15
1573770,285.15
1573800,285.15
1573830,285.15
1573860,285.15
1573890,285.15
1573920,285.15
1573950,285.15
1573980,285.15
1574010,285.15
1574040,285.15
1574070,285.15
1574100,285.15
1574130,285.15
1574160,285.15
1574190,285.15
1574220,285.15
1574250,285.15
1574280,285.15
1574310,285.15
1574340,285.15
1574370,285.15
1574400,285.15
1574430,285.15
1574460,285.15
1574490,285.15
1574520,285.15
1574550,285.15
1574580,285.15
1574610,285.15
1574640,285.15
1574670,285.15
1574700,285.15
1574730,285.15
1574760,285.15
1574790,285.15
1574820,285.15
1574850,285.15
1574880,285.15
1574910,285.15
1574940,285.15
1574970,285.15
1575000,285.15
1575030,285.15
1575060,285.15
1575090,293.15
1575120,293.15
1575150,293.15
1575180,293.15
1575210,293.15
1575240,293.15
1575270,293.15
1575300,293.15
1575330,293.15
1575360,293.15
1575390,293.15
1575420,293.15
1575450,293.15
1575480,293.15
1575510,293.15
1575540,293.15
1575570,293.15
1575600,293.15
1575630,293.15
1575660,293.15
1575690,293.15
1575720,293.15
1575750,293.15
1575780,293.15
1575810,293.15
1575840,293.15
1575870,293.15
1575900,293.15
1575930,293.15
1575960,293.15
1575990,293.15
1576020,293.15
1576050,293.15
1576080,293.15
1576110,293.15
1576140,293.15
1576170,293.15
1576200,293.15
1576230,293.15
1576260,293.15
1576290,293.15
1576320,293.15
1576350,293.15
1576380,293.15
1576410,293.15
1576440,293.15
1576470,293.15
1576500,293.15
1576530,293.15
1576560,293.15
1576590,293.15
1576620,293.15
1576650,293.15
1576680,293.15
1576710,293.15
1576740,293.15
1576770,293.15
1576800,293.15
1576830,293.15
1576860,293.15
1576890,293.15
1576920,293.15
1576950,293.15
1576980,293.15
1577010,293.15
1577040,293.15
1577070,293.15
1577100,293.15
1577130,293.15
1577160,293.15
1577190,293.15
1577220,293.15
1577250,293.15
1577280,293.15
1577310,293.15
1577340,293.15
1577370,293.15
1577400,293.15
1577430,293.15
1577460,293.15
1577490,293.15
1577520,293.15
1577550,293.15
1577580,293.15
1577610,293.15
1577640,293.15
1577670,293.15
1577700,293.15
1577730,293.15
1577760,293.15
1577790,293.15
1577820,293.15
1577850,293.15
1577880,293.15
1577910,293.15
1577940,293.15
1577970,293.15
1578000,293.15
1578030,293.15
1578060,293.15
1578090,293.15
1578120,293.15
1578150,293.15
1578180,293.15
1578210,293.15
1578240,293.15
1578270,293.15
1578300,293.15
1578330,293.15
1578360,293.15
1578390,293.15
1578420,293.15
1578450,293.15
1578480,293.15
1578510,293.15
1578540,293.15
1578570,293.15
1578600,293.15
1578630,293.15
1578660,293.15
1578690,293.15
1578720,293.15
1578750,293.15
1578780,293.15
1578810,293.15
1578840,293.15
1578870,293.15
1578900,293.15
1578930,293.15
1578960,293.15
1578990,293.15
1579020,293.15
1579050,293.15
1579080,293.15
1579110,293.15
1579140,293.15
1579170,293.15
1579200,293.15
1579230,293.15
1579260,293.15
1579290,293.15
1579320,293.15
1579350,293.15
1579380,293.15
1579410,293.15
1579440,293.15
1579470,293.15
1579500,293.15
1579530,293.15
1579560,293.15
1579590,293.15
1579620,293.15
1579650,293.15
1579680,293.15
1579710,293.15
1579740,293.15
1579770,293.15
1579800,293.15
1579830,293.15
1579860,293.15
1579890,293.15
1579920,293.15
1579950,293.15
1579980,293.15
1580010,293.15
1580040,293.15
1580070,293.15
1580100,293.15
1580130,293.15
1580160,293.15
1580190,293.15
1580220,293.15
1580250,293.15
1580280,293.15
1580310,293.15
1580340,293.15
1580370,293.15
1580400,293.15
1580430,293.15
1580460,293.15
1580490,293.15
1580520,293.15
1580550,293.15
1580580,293.15
1580610,293.15
1580640,293.15
1580670,293.15
1580700,293.15
1580730,293.15
1580760,293.15
1580790,293.15
1580820,293.15
1580850,293.15
1580880,293.15
1580910,293.15
1580940,293.15
1580970,293.15
1581000,293.15
1581030,293.15
1581060,293.15
1581090,293.15
1581120,293.15
1581150,293.15
1581180,293.15
1581210,293.15
1581240,293.15
1581270,293.15
1581300,293.15
1581330,293.15
1581360,293.15
1581390,293.15
1581420,293.15
1581450,293.15
1581480,293.15
1581510,293.15
1581540,293.15
1581570,293.15
1581600,293.15
1581630,293.15
1581660,293.15
1581690,293.15
1581720,293.15
1581750,293.15
1581780,293.15
1581810,293.15
1581840,293.15
1581870,293.15
1581900,293.15
1581930,293.15
1581960,293.15
1581990,293.15
1582020,293.15
1582050,293.15
1582080,293.15
1582110,293.15
1582140,293.15
1582170,293.15
1582200,293.15
1582230,293.15
1582260,293.15
1582290,293.15
1582320,293.15
1582350,293.15
1582380,293.15
1582410,293.15
1582440,293.15
1582470,293.15
1582500,293.15
1582530,293.15
1582560,293.15
1582590,293.15
1582620,293.15
1582650,293.15
1582680,293.15
1582710,293.15
1582740,293.15
1582770,293.15
1582800,293.15
1582830,293.15
1582860,293.15
1582890,293.15
1582920,293.15
1582950,293.15
1582980,293.15
1583010,293.15
1583040,293.15
1583070,293.15
1583100,293.15
1583130,293.15
1583160,293.15
1583190,293.15
1583220,293.15
1583250,293.15
1583280,293.15
1583310,293.15
1583340,293.15
1583370,293.15
1583400,293.15
1583430,293.15
1583460,293.15
1583490,293.15
1583520,293.15
1583550,293.15
1583580,293.15
1583610,293.15
1583640,293.15
1583670,293.15
1583700,293.15
1583730,293.15
1583760,293.15
1583790,293.15
1583820,293.15
1583850,293.15
1583880,293.15
1583910,293.15
1583940,293.15
1583970,293.15
1584000,293.15
1584030,293.15
1584060,293.15
1584090,293.15
1584120,293.15
1584150,293.15
1584180,293.15
1584210,293.15
1584240,293.15
1584270,293.15
1584300,293.15
1584330,293.15
1584360,293.15
1584390,293.15
1584420,293.15
1584450,293.15
1584480,293.15
1584510,293.15
1584540,293.15
1584570,293.15
1584600,293.15
1584630,293.15
1584660,293.15
1584690,293.15
1584720,293.15
1584750,293.15
1584780,293.15
1584810,293.15
1584840,293.15
1584870,293.15
1584900,293.15
1584930,293.15
1584960,293.15
1584990,293.15
1585020,293.15
1585050,293.15
1585080,293.15
1585110,293.15
1585140,293.15
1585170,293.15
1585200,293.15
1585230,293.15
1585260,293.15
1585290,293.15
1585320,293.15
1585350,293.15
1585380,293.15
1585410,293.15
1585440,293.15
1585470,293.15
1585500,293.15
1585530,293.15
1585560,293.15
1585590,293.15
1585620,293.15
1585650,293.15
1585680,293.15
1585710,293.15
1585740,293.15
1585770,293.15
1585800,293.15
1585830,293.15
1585860,293.15
1585890,293.15
1585920,293.15
1585950,293.15
1585980,293.15
1586010,293.15
1586040,293.15
1586070,293.15
1586100,293.15
1586130,293.15
1586160,293.15
1586190,293.15
1586220,293.15
1586250,293.15
1586280,293.15
1586310,293.15
1586340,293.15
1586370,293.15
1586400,293.15
1586430,293.15
1586460,293.15
1586490,293.15
1586520,293.15
1586550,293.15
1586580,293.15
1586610,293.15
1586640,293.15
1586670,293.15
1586700,293.15
1586730,293.15
1586760,293.15
1586790,293.15
1586820,293.15
1586850,293.15
1586880,293.15
1586910,293.15
1586940,293.15
1586970,293.15
1587000,293.15
1587030,293.15
1587060,293.15
1587090,293.15
