time,hvac_oveZonSupEas_TZonCooSet_u
1672440,297.15
1672470,297.15
1672500,297.15
1672530,297.15
1672560,297.15
1672590,297.15
1672620,297.15
1672650,297.15
1672680,297.15
1672710,297.15
1672740,297.15
1672770,297.15
1672800,297.15
1672830,297.15
1672860,297.15
1672890,297.15
1672920,297.15
1672950,297.15
1672980,297.15
1673010,297.15
1673040,297.15
1673070,297.15
1673100,297.15
1673130,297.15
1673160,297.15
1673190,297.15
1673220,297.15
1673250,297.15
1673280,297.15
1673310,297.15
1673340,297.15
1673370,297.15
1673400,297.15
1673430,297.15
1673460,297.15
1673490,297.15
1673520,297.15
1673550,297.15
1673580,297.15
1673610,297.15
1673640,297.15
1673670,297.15
1673700,297.15
1673730,297.15
1673760,297.15
1673790,297.15
1673820,297.15
1673850,297.15
1673880,297.15
1673910,297.15
1673940,297.15
1673970,297.15
1674000,297.15
1674030,297.15
1674060,297.15
1674090,297.15
1674120,297.15
1674150,297.15
1674180,297.15
1674210,297.15
1674240,297.15
1674270,297.15
1674300,297.15
1674330,297.15
1674360,297.15
1674390,297.15
1674420,297.15
1674450,297.15
1674480,297.15
1674510,297.15
1674540,297.15
1674570,297.15
1674600,297.15
1674630,297.15
1674660,297.15
1674690,297.15
1674720,297.15
1674750,297.15
1674780,297.15
1674810,297.15
1674840,297.15
1674870,297.15
1674900,297.15
1674930,297.15
1674960,297.15
1674990,297.15
1675020,297.15
1675050,297.15
1675080,297.15
1675110,297.15
1675140,297.15
1675170,297.15
1675200,297.15
1675230,297.15
1675260,297.15
1675290,297.15
1675320,297.15
1675350,297.15
1675380,297.15
1675410,297.15
1675440,297.15
1675470,297.15
1675500,297.15
1675530,297.15
1675560,297.15
1675590,297.15
1675620,297.15
1675650,297.15
1675680,297.15
1675710,297.15
1675740,297.15
1675770,297.15
1675800,297.15
1675830,297.15
1675860,297.15
1675890,297.15
1675920,297.15
1675950,297.15
1675980,297.15
1676010,297.15
1676040,297.15
1676070,297.15
1676100,297.15
1676130,297.15
1676160,297.15
1676190,297.15
1676220,297.15
1676250,297.15
1676280,297.15
1676310,297.15
1676340,297.15
1676370,297.15
1676400,297.15
1676430,297.15
1676460,297.15
1676490,297.15
1676520,297.15
1676550,297.15
1676580,297.15
1676610,297.15
1676640,297.15
1676670,297.15
1676700,297.15
1676730,297.15
1676760,297.15
1676790,297.15
1676820,297.15
1676850,297.15
1676880,297.15
1676910,297.15
1676940,297.15
1676970,297.15
1677000,297.15
1677030,297.15
1677060,297.15
1677090,297.15
1677120,297.15
1677150,297.15
1677180,297.15
1677210,297.15
1677240,297.15
1677270,297.15
1677300,297.15
1677330,297.15
1677360,297.15
1677390,297.15
1677420,297.15
1677450,297.15
1677480,297.15
1677510,297.15
1677540,297.15
1677570,297.15
1677600,297.15
1677630,297.15
1677660,297.15
1677690,297.15
1677720,297.15
1677750,297.15
1677780,297.15
1677810,297.15
1677840,297.15
1677870,297.15
1677900,297.15
1677930,297.15
1677960,297.15
1677990,297.15
1678020,297.15
1678050,297.15
1678080,297.15
1678110,297.15
1678140,297.15
1678170,297.15
1678200,297.15
1678230,297.15
1678260,297.15
1678290,297.15
1678320,297.15
1678350,297.15
1678380,297.15
1678410,297.15
1678440,297.15
1678470,297.15
1678500,297.15
1678530,297.15
1678560,297.15
1678590,297.15
1678620,297.15
1678650,297.15
1678680,297.15
1678710,297.15
1678740,297.15
1678770,297.15
1678800,297.15
1678830,297.15
1678860,297.15
1678890,297.15
1678920,297.15
1678950,297.15
1678980,297.15
1679010,297.15
1679040,297.15
1679070,297.15
1679100,297.15
1679130,297.15
1679160,297.15
1679190,297.15
1679220,297.15
1679250,297.15
1679280,297.15
1679310,297.15
1679340,297.15
1679370,297.15
1679400,297.15
1679430,297.15
1679460,297.15
1679490,297.15
1679520,297.15
1679550,297.15
1679580,297.15
1679610,297.15
1679640,297.15
1679670,297.15
1679700,297.15
1679730,297.15
1679760,297.15
1679790,297.15
1679820,297.15
1679850,297.15
1679880,297.15
1679910,297.15
1679940,297.15
1679970,297.15
1680000,297.15
1680030,297.15
1680060,297.15
1680090,297.15
1680120,297.15
1680150,297.15
1680180,297.15
1680210,297.15
1680240,297.15
1680270,297.15
1680300,297.15
1680330,297.15
1680360,297.15
1680390,297.15
1680420,297.15
1680450,297.15
1680480,297.15
1680510,297.15
1680540,297.15
1680570,297.15
1680600,297.15
1680630,297.15
1680660,297.15
1680690,297.15
1680720,297.15
1680750,297.15
1680780,297.15
1680810,297.15
1680840,297.15
1680870,297.15
1680900,297.15
1680930,297.15
1680960,297.15
1680990,297.15
1681020,297.15
1681050,297.15
1681080,297.15
1681110,297.15
1681140,297.15
1681170,297.15
1681200,297.15
1681230,297.15
1681260,297.15
1681290,297.15
1681320,297.15
1681350,297.15
1681380,297.15
1681410,297.15
1681440,297.15
1681470,297.15
1681500,297.15
1681530,297.15
1681560,297.15
1681590,297.15
1681620,297.15
1681650,297.15
1681680,297.15
1681710,297.15
1681740,297.15
1681770,297.15
1681800,297.15
1681830,297.15
1681860,297.15
1681890,297.15
1681920,297.15
1681950,297.15
1681980,297.15
1682010,297.15
1682040,297.15
1682070,297.15
1682100,297.15
1682130,297.15
1682160,297.15
1682190,297.15
1682220,297.15
1682250,297.15
1682280,297.15
1682310,297.15
1682340,297.15
1682370,297.15
1682400,297.15
1682430,297.15
1682460,297.15
1682490,297.15
1682520,297.15
1682550,297.15
1682580,297.15
1682610,297.15
1682640,297.15
1682670,297.15
1682700,297.15
1682730,297.15
1682760,297.15
1682790,297.15
1682820,297.15
1682850,297.15
1682880,297.15
1682910,297.15
1682940,297.15
1682970,297.15
1683000,297.15
1683030,297.15
1683060,297.15
1683090,297.15
1683120,297.15
1683150,297.15
1683180,297.15
1683210,297.15
1683240,297.15
1683270,297.15
1683300,297.15
1683330,297.15
1683360,297.15
1683390,297.15
1683420,297.15
1683450,297.15
1683480,297.15
1683510,297.15
1683540,297.15
1683570,297.15
1683600,297.15
1683630,297.15
1683660,297.15
1683690,297.15
1683720,297.15
1683750,297.15
1683780,297.15
1683810,297.15
1683840,297.15
1683870,297.15
1683900,297.15
1683930,297.15
1683960,297.15
1683990,297.15
1684020,297.15
1684050,297.15
1684080,297.15
1684110,297.15
1684140,297.15
1684170,297.15
1684200,297.15
1684230,297.15
1684260,297.15
1684290,297.15
1684320,297.15
1684350,297.15
1684380,297.15
1684410,297.15
1684440,297.15
1684470,297.15
1684500,297.15
1684530,297.15
1684560,297.15
1684590,297.15
1684620,297.15
1684650,297.15
1684680,297.15
1684710,297.15
1684740,297.15
1684770,297.15
1684800,297.15
1684830,297.15
1684860,297.15
1684890,297.15
1684920,297.15
1684950,297.15
1684980,297.15
1685010,297.15
1685040,297.15
1685070,297.15
1685100,297.15
1685130,297.15
1685160,297.15
1685190,297.15
1685220,297.15
1685250,297.15
1685280,297.15
1685310,297.15
1685340,297.15
1685370,297.15
1685400,297.15
1685430,297.15
1685460,297.15
1685490,297.15
1685520,297.15
1685550,297.15
1685580,297.15
1685610,297.15
1685640,297.15
1685670,297.15
1685700,297.15
1685730,297.15
1685760,297.15
1685790,297.15
1685820,297.15
1685850,297.15
1685880,297.15
1685910,297.15
1685940,297.15
1685970,297.15
1686000,297.15
1686030,297.15
1686060,297.15
1686090,297.15
1686120,297.15
1686150,297.15
1686180,297.15
1686210,297.15
1686240,297.15
1686270,297.15
1686300,297.15
1686330,297.15
1686360,297.15
1686390,297.15
1686420,297.15
1686450,297.15
1686480,297.15
1686510,297.15
1686540,297.15
1686570,297.15
1686600,297.15
1686630,297.15
1686660,297.15
1686690,297.15
1686720,297.15
1686750,297.15
1686780,297.15
1686810,297.15
1686840,297.15
1686870,297.15
1686900,297.15
1686930,297.15
1686960,297.15
1686990,297.15
1687020,297.15
1687050,297.15
1687080,297.15
1687110,297.15
1687140,297.15
1687170,297.15
1687200,297.15
1687230,297.15
1687260,297.15
1687290,297.15
1687320,297.15
1687350,297.15
1687380,297.15
1687410,297.15
1687440,297.15
1687470,297.15
1687500,297.15
1687530,297.15
1687560,297.15
1687590,297.15
1687620,297.15
1687650,297.15
1687680,297.15
1687710,297.15
1687740,297.15
1687770,297.15
1687800,297.15
1687830,297.15
1687860,297.15
1687890,297.15
1687920,297.15
1687950,297.15
1687980,297.15
1688010,297.15
1688040,297.15
1688070,297.15
1688100,297.15
1688130,297.15
1688160,297.15
1688190,297.15
1688220,297.15
1688250,297.15
1688280,297.15
1688310,297.15
1688340,297.15
1688370,297.15
1688400,297.15
1688430,297.15
1688460,297.15
1688490,297.15
1688520,297.15
1688550,297.15
1688580,297.15
1688610,297.15
1688640,297.15
1688670,297.15
1688700,297.15
1688730,297.15
1688760,297.15
1688790,297.15
1688820,297.15
1688850,297.15
1688880,297.15
1688910,297.15
1688940,297.15
1688970,297.15
1689000,297.15
1689030,297.15
1689060,297.15
1689090,297.15
1689120,297.15
1689150,297.15
1689180,297.15
1689210,297.15
1689240,297.15
1689270,297.15
1689300,297.15
1689330,297.15
1689360,297.15
1689390,297.15
1689420,297.15
1689450,297.15
1689480,297.15
1689510,297.15
1689540,297.15
1689570,297.15
1689600,297.15
1689630,297.15
1689660,297.15
1689690,297.15
1689720,297.15
1689750,297.15
1689780,297.15
1689810,297.15
1689840,297.15
1689870,297.15
1689900,297.15
1689930,297.15
1689960,297.15
1689990,297.15
1690020,297.15
1690050,297.15
1690080,297.15
1690110,297.15
1690140,297.15
1690170,297.15
1690200,297.15
1690230,297.15
1690260,297.15
1690290,297.15
1690320,297.15
1690350,297.15
1690380,297.15
1690410,297.15
1690440,297.15
1690470,297.15
1690500,297.15
1690530,297.15
1690560,297.15
1690590,297.15
1690620,297.15
1690650,297.15
1690680,297.15
1690710,297.15
1690740,297.15
1690770,297.15
1690800,297.15
1690830,297.15
1690860,297.15
1690890,297.15
1690920,297.15
1690950,297.15
1690980,297.15
1691010,297.15
1691040,297.15
1691070,297.15
1691100,297.15
1691130,297.15
1691160,297.15
1691190,297.15
1691220,297.15
1691250,297.15
1691280,297.15
1691310,297.15
1691340,297.15
1691370,297.15
1691400,297.15
1691430,297.15
1691460,297.15
1691490,297.15
1691520,297.15
1691550,297.15
1691580,297.15
1691610,297.15
1691640,297.15
1691670,297.15
1691700,297.15
1691730,297.15
1691760,297.15
1691790,297.15
1691820,297.15
1691850,297.15
1691880,297.15
1691910,297.15
1691940,297.15
1691970,297.15
1692000,297.15
1692030,297.15
1692060,297.15
1692090,297.15
1692120,297.15
1692150,297.15
1692180,297.15
1692210,297.15
1692240,297.15
1692270,297.15
1692300,297.15
1692330,297.15
1692360,297.15
1692390,297.15
1692420,297.15
1692450,297.15
1692480,297.15
1692510,297.15
1692540,297.15
1692570,297.15
1692600,297.15
1692630,297.15
1692660,297.15
1692690,297.15
1692720,297.15
1692750,297.15
1692780,297.15
1692810,297.15
1692840,297.15
1692870,297.15
1692900,297.15
1692930,297.15
1692960,297.15
1692990,297.15
1693020,297.15
1693050,297.15
1693080,297.15
1693110,297.15
1693140,297.15
1693170,297.15
1693200,297.15
1693230,297.15
1693260,297.15
1693290,297.15
1693320,297.15
1693350,297.15
1693380,297.15
1693410,297.15
1693440,297.15
1693470,297.15
1693500,297.15
1693530,297.15
1693560,297.15
1693590,297.15
1693620,297.15
1693650,297.15
1693680,297.15
1693710,297.15
1693740,297.15
1693770,297.15
1693800,297.15
1693830,297.15
1693860,297.15
1693890,297.15
1693920,297.15
1693950,297.15
1693980,297.15
1694010,297.15
1694040,297.15
1694070,297.15
1694100,297.15
1694130,297.15
1694160,297.15
1694190,297.15
1694220,297.15
1694250,297.15
1694280,297.15
1694310,297.15
1694340,297.15
1694370,297.15
1694400,297.15
1694430,297.15
1694460,297.15
1694490,297.15
1694520,297.15
1694550,297.15
1694580,297.15
1694610,297.15
1694640,297.15
1694670,297.15
1694700,297.15
1694730,297.15
1694760,297.15
1694790,297.15
1694820,297.15
1694850,297.15
1694880,297.15
1694910,297.15
1694940,297.15
1694970,297.15
1695000,297.15
1695030,297.15
1695060,297.15
1695090,297.15
1695120,297.15
1695150,297.15
1695180,297.15
1695210,297.15
1695240,297.15
1695270,297.15
1695300,297.15
1695330,297.15
1695360,297.15
1695390,297.15
1695420,297.15
1695450,297.15
1695480,297.15
1695510,297.15
1695540,297.15
1695570,297.15
1695600,297.15
1695630,297.15
1695660,297.15
1695690,297.15
1695720,297.15
1695750,297.15
1695780,297.15
1695810,297.15
1695840,297.15
1695870,297.15
1695900,297.15
1695930,297.15
1695960,297.15
1695990,297.15
1696020,297.15
1696050,297.15
1696080,297.15
1696110,297.15
1696140,297.15
1696170,297.15
1696200,297.15
1696230,297.15
1696260,297.15
1696290,297.15
1696320,297.15
1696350,297.15
1696380,297.15
1696410,297.15
1696440,297.15
1696470,297.15
1696500,297.15
1696530,297.15
1696560,297.15
1696590,297.15
1696620,297.15
1696650,297.15
1696680,297.15
1696710,297.15
1696740,297.15
1696770,297.15
1696800,297.15
1696830,297.15
1696860,297.15
1696890,297.15
1696920,297.15
1696950,297.15
1696980,297.15
1697010,297.15
1697040,297.15
1697070,297.15
1697100,297.15
1697130,297.15
1697160,297.15
1697190,297.15
1697220,297.15
1697250,297.15
1697280,297.15
1697310,297.15
1697340,297.15
1697370,297.15
1697400,297.15
1697430,297.15
1697460,297.15
1697490,297.15
1697520,297.15
1697550,297.15
1697580,297.15
1697610,297.15
1697640,297.15
1697670,297.15
1697700,297.15
1697730,297.15
1697760,297.15
1697790,297.15
1697820,297.15
1697850,297.15
1697880,297.15
1697910,297.15
1697940,297.15
1697970,297.15
1698000,297.15
1698030,297.15
1698060,297.15
1698090,297.15
1698120,297.15
1698150,297.15
1698180,297.15
1698210,297.15
1698240,297.15
1698270,297.15
1698300,297.15
1698330,297.15
1698360,297.15
1698390,297.15
1698420,297.15
1698450,297.15
1698480,297.15
1698510,297.15
1698540,297.15
1698570,297.15
1698600,297.15
1698630,297.15
1698660,297.15
1698690,297.15
1698720,297.15
1698750,297.15
1698780,297.15
1698810,297.15
1698840,297.15
1698870,297.15
1698900,297.15
1698930,297.15
1698960,297.15
1698990,297.15
1699020,297.15
1699050,297.15
1699080,297.15
1699110,297.15
1699140,297.15
1699170,297.15
1699200,297.15
1699230,297.15
1699260,297.15
1699290,297.15
1699320,297.15
1699350,297.15
1699380,297.15
1699410,297.15
1699440,297.15
1699470,297.15
1699500,297.15
1699530,297.15
1699560,297.15
1699590,297.15
1699620,297.15
1699650,297.15
1699680,297.15
1699710,297.15
1699740,297.15
1699770,297.15
1699800,297.15
1699830,297.15
1699860,297.15
1699890,297.15
1699920,297.15
1699950,297.15
1699980,297.15
1700010,297.15
1700040,297.15
1700070,297.15
1700100,297.15
1700130,297.15
1700160,297.15
1700190,297.15
1700220,297.15
1700250,297.15
1700280,297.15
1700310,297.15
1700340,297.15
1700370,297.15
1700400,297.15
1700430,297.15
1700460,297.15
1700490,297.15
1700520,297.15
1700550,297.15
1700580,297.15
1700610,297.15
1700640,297.15
1700670,297.15
1700700,297.15
1700730,297.15
1700760,297.15
1700790,297.15
1700820,297.15
1700850,297.15
1700880,297.15
1700910,297.15
1700940,297.15
1700970,297.15
1701000,297.15
1701030,297.15
1701060,297.15
1701090,297.15
1701120,297.15
1701150,297.15
1701180,297.15
1701210,297.15
1701240,297.15
1701270,297.15
1701300,297.15
1701330,297.15
1701360,297.15
1701390,297.15
1701420,297.15
1701450,297.15
1701480,297.15
1701510,297.15
1701540,297.15
1701570,297.15
1701600,297.15
1701630,297.15
1701660,297.15
1701690,297.15
1701720,297.15
1701750,297.15
1701780,297.15
1701810,297.15
1701840,297.15
1701870,297.15
1701900,297.15
1701930,297.15
1701960,297.15
1701990,297.15
1702020,297.15
1702050,297.15
1702080,297.15
1702110,297.15
1702140,297.15
1702170,297.15
1702200,297.15
1702230,297.15
1702260,297.15
1702290,297.15
1702320,297.15
1702350,297.15
1702380,297.15
1702410,297.15
1702440,297.15
1702470,297.15
1702500,297.15
1702530,297.15
1702560,297.15
1702590,297.15
1702620,297.15
1702650,297.15
1702680,297.15
1702710,297.15
1702740,297.15
1702770,297.15
1702800,297.15
1702830,297.15
1702860,297.15
1702890,297.15
1702920,297.15
1702950,297.15
1702980,297.15
1703010,297.15
1703040,297.15
1703070,297.15
1703100,297.15
1703130,297.15
1703160,297.15
1703190,297.15
1703220,297.15
1703250,297.15
1703280,297.15
1703310,297.15
1703340,297.15
1703370,297.15
1703400,297.15
1703430,297.15
1703460,297.15
1703490,297.15
1703520,297.15
1703550,297.15
1703580,297.15
1703610,297.15
1703640,297.15
1703670,297.15
1703700,297.15
1703730,297.15
1703760,297.15
1703790,297.15
1703820,297.15
1703850,297.15
1703880,297.15
1703910,297.15
1703940,297.15
1703970,297.15
1704000,297.15
1704030,297.15
1704060,297.15
1704090,297.15
1704120,297.15
1704150,297.15
1704180,297.15
1704210,297.15
1704240,297.15
1704270,297.15
1704300,297.15
1704330,297.15
1704360,297.15
1704390,297.15
1704420,297.15
1704450,297.15
1704480,297.15
1704510,297.15
1704540,297.15
1704570,297.15
1704600,297.15
1704630,297.15
1704660,297.15
1704690,297.15
1704720,297.15
1704750,297.15
1704780,297.15
1704810,297.15
1704840,297.15
1704870,297.15
1704900,297.15
1704930,297.15
1704960,297.15
1704990,297.15
1705020,297.15
1705050,297.15
1705080,297.15
1705110,297.15
1705140,297.15
1705170,297.15
1705200,297.15
1705230,297.15
1705260,297.15
1705290,297.15
1705320,297.15
1705350,297.15
1705380,297.15
1705410,297.15
1705440,297.15
1705470,297.15
1705500,297.15
1705530,297.15
1705560,297.15
1705590,297.15
1705620,297.15
1705650,297.15
1705680,297.15
1705710,297.15
1705740,297.15
1705770,297.15
1705800,297.15
1705830,297.15
1705860,297.15
1705890,297.15
1705920,297.15
1705950,297.15
1705980,297.15
1706010,297.15
1706040,297.15
1706070,297.15
1706100,297.15
1706130,297.15
1706160,297.15
1706190,297.15
1706220,297.15
1706250,297.15
1706280,297.15
1706310,297.15
1706340,297.15
1706370,297.15
1706400,297.15
1706430,297.15
1706460,297.15
1706490,297.15
1706520,297.15
1706550,297.15
1706580,297.15
1706610,297.15
1706640,297.15
1706670,297.15
1706700,297.15
1706730,297.15
1706760,297.15
1706790,297.15
1706820,297.15
1706850,297.15
1706880,297.15
1706910,297.15
1706940,297.15
1706970,297.15
1707000,297.15
1707030,297.15
1707060,297.15
1707090,297.15
1707120,297.15
1707150,297.15
1707180,297.15
1707210,297.15
1707240,297.15
1707270,297.15
1707300,297.15
1707330,297.15
1707360,297.15
1707390,297.15
1707420,297.15
1707450,297.15
1707480,297.15
1707510,297.15
1707540,297.15
1707570,297.15
1707600,297.15
1707630,297.15
1707660,297.15
1707690,297.15
1707720,297.15
1707750,297.15
1707780,297.15
1707810,297.15
1707840,297.15
1707870,297.15
1707900,297.15
1707930,297.15
1707960,297.15
1707990,297.15
1708020,297.15
1708050,297.15
1708080,297.15
1708110,297.15
1708140,297.15
1708170,297.15
1708200,297.15
1708230,297.15
1708260,297.15
1708290,297.15
1708320,297.15
1708350,297.15
1708380,297.15
1708410,297.15
1708440,297.15
1708470,297.15
1708500,297.15
1708530,297.15
1708560,297.15
1708590,297.15
1708620,297.15
1708650,297.15
1708680,297.15
1708710,297.15
1708740,297.15
1708770,297.15
1708800,297.15
1708830,297.15
1708860,297.15
1708890,297.15
1708920,297.15
1708950,297.15
1708980,297.15
1709010,297.15
1709040,297.15
1709070,297.15
1709100,297.15
1709130,297.15
1709160,297.15
1709190,297.15
1709220,297.15
1709250,297.15
1709280,297.15
1709310,297.15
1709340,297.15
1709370,297.15
1709400,297.15
1709430,297.15
1709460,297.15
1709490,297.15
1709520,297.15
1709550,297.15
1709580,297.15
1709610,297.15
1709640,297.15
1709670,297.15
1709700,297.15
1709730,297.15
1709760,297.15
1709790,297.15
1709820,297.15
1709850,297.15
1709880,297.15
1709910,297.15
1709940,297.15
1709970,297.15
1710000,297.15
1710030,303.15
1710060,303.15
1710090,303.15
1710120,303.15
1710150,303.15
1710180,303.15
1710210,303.15
1710240,303.15
1710270,303.15
1710300,303.15
1710330,303.15
1710360,303.15
1710390,303.15
1710420,303.15
1710450,303.15
1710480,303.15
1710510,303.15
1710540,303.15
1710570,303.15
1710600,303.15
1710630,303.15
1710660,303.15
1710690,303.15
1710720,303.15
1710750,303.15
1710780,303.15
1710810,303.15
1710840,303.15
1710870,303.15
1710900,303.15
1710930,303.15
1710960,303.15
1710990,303.15
1711020,303.15
1711050,303.15
1711080,303.15
1711110,303.15
1711140,303.15
1711170,303.15
1711200,303.15
1711230,303.15
1711260,303.15
1711290,303.15
1711320,303.15
1711350,303.15
1711380,303.15
1711410,303.15
1711440,303.15
1711470,303.15
1711500,303.15
1711530,303.15
1711560,303.15
1711590,303.15
1711620,303.15
1711650,303.15
1711680,303.15
1711710,303.15
1711740,303.15
1711770,303.15
1711800,303.15
1711830,303.15
1711860,303.15
1711890,303.15
1711920,303.15
1711950,303.15
1711980,303.15
1712010,303.15
1712040,303.15
1712070,303.15
1712100,303.15
1712130,303.15
1712160,303.15
1712190,303.15
1712220,303.15
1712250,303.15
1712280,303.15
1712310,303.15
1712340,303.15
1712370,303.15
1712400,303.15
1712430,303.15
1712460,303.15
1712490,303.15
1712520,303.15
1712550,303.15
1712580,303.15
1712610,303.15
1712640,303.15
1712670,303.15
1712700,303.15
1712730,303.15
1712760,303.15
1712790,303.15
1712820,303.15
1712850,303.15
1712880,303.15
1712910,303.15
1712940,303.15
1712970,303.15
1713000,303.15
1713030,303.15
1713060,303.15
1713090,303.15
1713120,303.15
1713150,303.15
1713180,303.15
1713210,303.15
1713240,303.15
1713270,303.15
1713300,303.15
1713330,303.15
1713360,303.15
1713390,303.15
1713420,303.15
1713450,303.15
1713480,303.15
1713510,303.15
1713540,303.15
1713570,303.15
1713600,303.15
1713630,303.15
1713660,303.15
1713690,303.15
1713720,303.15
1713750,303.15
1713780,303.15
1713810,303.15
1713840,303.15
1713870,303.15
1713900,303.15
1713930,303.15
1713960,303.15
1713990,303.15
1714020,303.15
1714050,303.15
1714080,303.15
1714110,303.15
1714140,303.15
1714170,303.15
1714200,303.15
1714230,303.15
1714260,303.15
1714290,303.15
1714320,303.15
1714350,303.15
1714380,303.15
1714410,303.15
1714440,303.15
1714470,303.15
1714500,303.15
1714530,303.15
1714560,303.15
1714590,303.15
1714620,303.15
1714650,303.15
1714680,303.15
1714710,303.15
1714740,303.15
1714770,303.15
1714800,303.15
1714830,303.15
1714860,303.15
1714890,303.15
1714920,303.15
1714950,303.15
1714980,303.15
1715010,303.15
1715040,303.15
1715070,303.15
1715100,303.15
1715130,303.15
1715160,303.15
1715190,303.15
1715220,303.15
1715250,303.15
1715280,303.15
1715310,303.15
1715340,303.15
1715370,303.15
1715400,303.15
1715430,303.15
1715460,303.15
1715490,303.15
1715520,303.15
1715550,303.15
1715580,303.15
1715610,303.15
1715640,303.15
1715670,303.15
1715700,303.15
1715730,303.15
1715760,303.15
1715790,303.15
1715820,303.15
1715850,303.15
1715880,303.15
1715910,303.15
1715940,303.15
1715970,303.15
1716000,303.15
1716030,303.15
1716060,303.15
1716090,303.15
1716120,303.15
1716150,303.15
1716180,303.15
1716210,303.15
1716240,303.15
1716270,303.15
1716300,303.15
1716330,303.15
1716360,303.15
1716390,303.15
1716420,303.15
1716450,303.15
1716480,303.15
1716510,303.15
1716540,303.15
1716570,303.15
1716600,303.15
1716630,303.15
1716660,303.15
1716690,303.15
1716720,303.15
1716750,303.15
1716780,303.15
1716810,303.15
1716840,303.15
1716870,303.15
1716900,303.15
1716930,303.15
1716960,303.15
1716990,303.15
1717020,303.15
1717050,303.15
1717080,303.15
1717110,303.15
1717140,303.15
1717170,303.15
1717200,303.15
1717230,303.15
1717260,303.15
1717290,303.15
1717320,303.15
1717350,303.15
1717380,303.15
1717410,303.15
1717440,303.15
1717470,303.15
1717500,303.15
1717530,303.15
1717560,303.15
1717590,303.15
1717620,303.15
1717650,303.15
1717680,303.15
1717710,303.15
1717740,303.15
1717770,303.15
1717800,303.15
1717830,303.15
1717860,303.15
1717890,303.15
1717920,303.15
1717950,303.15
1717980,303.15
1718010,303.15
1718040,303.15
1718070,303.15
1718100,303.15
1718130,303.15
1718160,303.15
1718190,303.15
1718220,303.15
1718250,303.15
1718280,303.15
1718310,303.15
1718340,303.15
1718370,303.15
1718400,303.15
1718430,303.15
1718460,303.15
1718490,303.15
1718520,303.15
1718550,303.15
1718580,303.15
1718610,303.15
1718640,303.15
1718670,303.15
1718700,303.15
1718730,303.15
1718760,303.15
1718790,303.15
1718820,303.15
1718850,303.15
1718880,303.15
1718910,303.15
1718940,303.15
1718970,303.15
1719000,303.15
1719030,303.15
1719060,303.15
1719090,303.15
1719120,303.15
1719150,303.15
1719180,303.15
1719210,303.15
1719240,303.15
1719270,303.15
1719300,303.15
1719330,303.15
1719360,303.15
1719390,303.15
1719420,303.15
1719450,303.15
1719480,303.15
1719510,303.15
1719540,303.15
1719570,303.15
1719600,303.15
1719630,303.15
1719660,303.15
1719690,303.15
1719720,303.15
1719750,303.15
1719780,303.15
1719810,303.15
1719840,303.15
1719870,303.15
1719900,303.15
1719930,303.15
1719960,303.15
1719990,303.15
1720020,303.15
1720050,303.15
1720080,303.15
1720110,303.15
1720140,303.15
1720170,303.15
1720200,303.15
1720230,303.15
1720260,303.15
1720290,303.15
1720320,303.15
1720350,303.15
1720380,303.15
1720410,303.15
1720440,303.15
1720470,303.15
1720500,303.15
1720530,303.15
1720560,303.15
1720590,303.15
1720620,303.15
1720650,303.15
1720680,303.15
1720710,303.15
1720740,303.15
1720770,303.15
1720800,303.15
1720830,303.15
1720860,303.15
1720890,303.15
1720920,303.15
1720950,303.15
1720980,303.15
1721010,303.15
1721040,303.15
1721070,303.15
1721100,303.15
1721130,303.15
1721160,303.15
1721190,303.15
1721220,303.15
1721250,303.15
1721280,303.15
1721310,303.15
1721340,303.15
1721370,303.15
1721400,303.15
1721430,303.15
1721460,303.15
1721490,303.15
1721520,303.15
1721550,303.15
1721580,303.15
1721610,303.15
1721640,303.15
1721670,303.15
1721700,303.15
1721730,303.15
1721760,303.15
1721790,303.15
1721820,303.15
1721850,303.15
1721880,303.15
1721910,303.15
1721940,303.15
1721970,303.15
1722000,303.15
1722030,303.15
1722060,303.15
1722090,303.15
1722120,303.15
1722150,303.15
1722180,303.15
1722210,303.15
1722240,303.15
1722270,303.15
1722300,303.15
1722330,303.15
1722360,303.15
1722390,303.15
1722420,303.15
1722450,303.15
1722480,303.15
1722510,303.15
1722540,303.15
1722570,303.15
1722600,303.15
1722630,303.15
1722660,303.15
1722690,303.15
1722720,303.15
1722750,303.15
1722780,303.15
1722810,303.15
1722840,303.15
1722870,303.15
1722900,303.15
1722930,303.15
1722960,303.15
1722990,303.15
1723020,303.15
1723050,303.15
1723080,303.15
1723110,303.15
1723140,303.15
1723170,303.15
1723200,303.15
1723230,303.15
1723260,303.15
1723290,303.15
1723320,303.15
1723350,303.15
1723380,303.15
1723410,303.15
1723440,303.15
1723470,303.15
1723500,303.15
1723530,303.15
1723560,303.15
1723590,303.15
1723620,303.15
1723650,303.15
1723680,303.15
1723710,303.15
1723740,303.15
1723770,303.15
1723800,303.15
1723830,303.15
1723860,303.15
1723890,303.15
1723920,303.15
1723950,303.15
1723980,303.15
1724010,303.15
1724040,303.15
1724070,303.15
1724100,303.15
1724130,303.15
1724160,303.15
1724190,303.15
1724220,303.15
1724250,303.15
1724280,303.15
1724310,303.15
1724340,303.15
1724370,303.15
1724400,303.15
1724430,303.15
1724460,303.15
1724490,303.15
1724520,303.15
1724550,303.15
1724580,303.15
1724610,303.15
1724640,303.15
1724670,303.15
1724700,303.15
1724730,303.15
1724760,303.15
1724790,303.15
