time,hvac_reaZonNor_V_flow_y
12505260,0.286329844274105
12505290,0.2859547991232258
12505320,0.2855840067273048
12505350,0.2852173472678873
12505380,0.2848546612141523
12505410,0.2844957449557615
12505440,0.2841403479030638
12505470,0.2837881737661834
12505500,0.2834388781935698
12505530,0.28309203993528326
12505560,0.282747133996015
12505590,0.2824035376785012
12505620,0.2820605603812525
12505650,0.2817166367739069
12505680,0.2813683308181056
12505710,0.2810111091205091
12505740,0.28064121504835426
12505770,0.2802567389519153
12505800,0.27985727400624505
12505830,0.2794430793230115
12505860,0.2790144688838445
12505890,0.278571728187986
12505920,0.27811510589863886
12505950,0.2776449791815513
12505980,0.27716169745837677
12506010,0.2766657847202066
12506040,0.27615758699368786
12506070,0.27563774701699234
12506100,0.2751064890928793
12506130,0.2745646566302132
12506160,0.2740121724982677
12506190,0.27345020873914017
12506220,0.2728787854860391
12506250,0.27229879570173254
12506280,0.27170949503555264
12506310,0.2711127852876368
12506340,0.2705070872371814
12506370,0.2698940438902891
12506400,0.2692728695665741
12506430,0.2686455229469516
12506460,0.26801224998631057
12506490,0.26737318579860386
12506520,0.2667283458546025
12506550,0.2660778145269557
12506580,0.2654217122653796
12506610,0.264760148183021
12506640,0.2640931721056623
12506670,0.26342077515635287
12506700,0.26274237533123185
12506730,0.2620553447192863
12506760,0.26135514778054814
12506790,0.2606372995877693
12506820,0.2598988245093632
12506850,0.25913815852068217
12506880,0.2583544138363281
12506910,0.25754696136984095
12506940,0.25671542773018524
12506970,0.25585976878049355
12507000,0.2549802407668537
12507030,0.2540773017919499
12507060,0.2531515299049259
12507090,0.2522035863137008
12507120,0.25123420622463155
12507150,0.25024419353324884
12507180,0.24923441020180698
12507210,0.248205761659087
12507240,0.24715918207412774
12507270,0.24609562139438418
12507300,0.24501603441805014
12507330,0.2439213715151201
12507360,0.24281257075999993
12507390,0.24169055133073547
12507420,0.2405562081203493
12507450,0.2394104074465165
12507480,0.2382539837639575
12507510,0.23708773723721543
12507540,0.23591243204671286
12507570,0.23472879532524873
12507600,0.2335375166832663
12507630,0.23233924822588414
12507660,0.23113460498092797
12507690,0.2299241656388084
12507720,0.22870847355911259
12507750,0.22748803797428485
12507780,0.22626333536365817
12507810,0.22503481093334884
12507840,0.22380288019210484
12507870,0.22256793056578203
12507900,0.22133032306908318
12507930,0.22009039394334706
12507960,0.21884845632442626
12507990,0.21760480186447964
12508020,0.21635970236622248
12508050,0.21511341132346637
12508080,0.2138661654812973
12508110,0.2126181862616546
12508140,0.21136968124368696
12508170,0.21012084544532392
12508200,0.2088718627645349
12508230,0.20762290665453959
12508260,0.20637414069134188
12508290,0.20512571736448906
12508320,0.20387777698139975
12508350,0.20263044692288748
12508380,0.20138384179615249
12508410,0.20013806426155534
12508440,0.19889320614727857
12508470,0.19764934956957927
12508500,0.19663926475599283
12508530,0.19618088378593015
12508560,0.19593434062677184
12508590,0.1957373751875085
12508620,0.1955511465399462
12508650,0.19536887174053413
12508680,0.19518950265446106
12508710,0.19500725802804167
12508740,0.19482679005888345
12508770,0.1946464313456561
12508800,0.19446798875674803
12508830,0.1942898436827491
12508860,0.19411252392614828
12508890,0.19393595866952362
12508920,0.19376004322029064
12508950,0.19358476446123263
12508980,0.1934101103937427
12509010,0.19323603380060678
12509040,0.1930625184185713
12509070,0.19288952020747255
12509100,0.19271701846291958
12509130,0.1925449808208032
12509160,0.19237338002562174
12509190,0.1922022012519327
12509220,0.19203141840606547
12509250,0.19185760659414475
12509280,0.19168235180148593
12509310,0.19151005430966492
12509340,0.1913399341936932
12509370,0.1911709184912144
12509400,0.19100244242403946
12509430,0.19083425313979074
12509460,0.19066625415769486
12509490,0.19049840687335282
12509520,0.1903306663487992
12509550,0.19016297897781037
12509580,0.18999529426497913
12509610,0.18982754341704478
12509640,0.18965962805044306
12509670,0.189491443985109
12509700,0.18932292030868988
12509730,0.18915403067831507
12509760,0.1889847749238446
12509790,0.1888151560309058
12509820,0.188645174149495
12509850,0.1884748324737502
12509880,0.18830414310142699
12509910,0.18813312590391454
12509940,0.18796180520152356
12509970,0.18779020738424387
12510000,0.18761836142229235
12510030,4.039817182366547e-05
12510060,-8.079840648931053e-09
12510090,-9.814529364574742e-09
12510120,-1.1462569631469588e-08
12510150,-1.307957149378778e-08
12510180,-1.4662517332880959e-08
12510210,-1.6211838217839908e-08
12510240,-1.7726671962541793e-08
12510270,-1.9205725297272422e-08
12510300,-2.0643825184449272e-08
12510330,-2.205778395156218e-08
12510360,-2.3429064912368134e-08
12510390,-2.476327217369438e-08
12510420,-2.6060836817183994e-08
12510450,-2.73196034137857e-08
12510480,-2.8541727390041918e-08
12510510,-2.9724622235218848e-08
12510540,-3.0869581208171436e-08
12510570,-3.197617322797711e-08
12510600,-3.304310504510283e-08
12510630,-3.40716699223842e-08
12510660,-3.50605746133079e-08
12510690,-3.601197455289412e-08
12510720,-3.69237143273245e-08
12510750,-3.779579394926145e-08
12510780,-3.862907560204037e-08
12510810,-3.942355930014992e-08
12510840,-4.017838288977142e-08
12510870,-4.089527072607072e-08
12510900,-4.15733606569361e-08
12510930,-4.2213945953903116e-08
12510960,-4.2815302297723174e-08
12510990,-4.3379154045558895e-08
12511020,-4.390420796432861e-08
12511050,-4.439261949593444e-08
12511080,-4.484395757670628e-08
12511110,-4.525865331185818e-08
12511140,-4.563627563878865e-08
12511170,-4.597811783124973e-08
12511200,-4.628461099479505e-08
12511230,-4.6554461899857415e-08
12511260,-4.6790257071356573e-08
12511290,-4.699199653086646e-08
12511320,-4.715924921654414e-08
12511350,-4.729287731741559e-08
12511380,-4.739288085516829e-08
12511410,-4.7460984184901163e-08
12511440,-4.74967562441608e-08
12511470,-4.7501059220321275e-08
12511500,-4.747432421702311e-08
12511530,-4.741827558663255e-08
12511560,-4.732946468435085e-08
12511590,-4.721478885752179e-08
12511620,-4.706821296323097e-08
12511650,-4.6896203262962464e-08
12511680,-4.669272461517421e-08
12511710,-4.646769193956497e-08
12511740,-4.6212052515868734e-08
12511770,-4.5932703682140414e-08
12511800,-4.562619679314675e-08
12511830,-4.529770485284904e-08
12511860,-4.4943348133262475e-08
12511890,-4.456829963531932e-08
12511920,-4.416652422009202e-08
12511950,-4.374578137921266e-08
12511980,-4.330219138414118e-08
12512010,-4.284006506575239e-08
12512040,-4.235552269567549e-08
12512070,-4.185287510250069e-08
12512100,-4.132910472156101e-08
12512130,-4.07898156239783e-08
12512160,-4.023069699902455e-08
12512190,-3.965735291484643e-08
12512220,-3.906245498974309e-08
12512250,-3.845721134962653e-08
12512280,-3.783256928658761e-08
12512310,-3.719585718960326e-08
12512340,-3.65436264102462e-08
12512370,-3.587803235805267e-08
12512400,-3.5199506116228265e-08
12512430,-3.4507616605074416e-08
12512460,-3.3804519231462426e-08
12512490,-3.308935183342888e-08
12512520,-3.236297657316576e-08
12512550,-3.1624962369281445e-08
12512580,-3.087358489763997e-08
12512610,-3.0110568481562376e-08
12512640,-2.9335050958320623e-08
12512670,-2.855134313458068e-08
12512700,-2.775427203855744e-08
12512730,-2.695116604058194e-08
12512760,-2.6137283249270694e-08
12512790,-2.5316072306672768e-08
12512820,-2.4485377805661772e-08
12512850,-2.3650803789524533e-08
12512880,-2.280459080335555e-08
12512910,-2.195751585547261e-08
12512940,-2.1100095169253823e-08
12512970,-2.0237932785625954e-08
12513000,-1.9369304376981232e-08
12513030,-1.8497658580340774e-08
12513060,-1.761609810361317e-08
12513090,-1.673453778840473e-08
12513120,-1.584220062006004e-08
12513150,-1.494986359938237e-08
12513180,-1.4044163231245572e-08
12513210,-1.314148055819147e-08
12513240,-1.222327912328044e-08
12513270,-1.1303353486284919e-08
12513300,-1.0378254998072521e-08
12513330,-9.453156612797792e-09
12513360,-8.510815116680112e-09
12513390,-7.663311334873244e-09
12513420,-6.603285131758269e-09
12513450,-5.638527706845146e-09
12513480,-4.666441982416413e-09
12513510,-3.6809928285933638e-09
12513540,-2.6839045569891935e-09
12513570,-1.6747460783898451e-09
12513600,-6.530863032248122e-10
12513630,-9.35443742388463e-11
12513660,9.957949469506896e-11
12513690,4.1900982034709156e-10
12513720,7.543901067999416e-10
12513750,1.08330419188128e-09
12513780,1.4074763969025859e-09
12513810,1.7264756428138867e-09
12513840,2.0394397704498123e-09
12513870,2.3493863411463897e-09
12513900,2.6532977953299373e-09
12513930,2.953760614193847e-09
12513960,3.24905047824957e-09
12513990,3.5400295483546216e-09
12514020,3.827559985346313e-09
12514050,4.110348549657658e-09
12514080,4.388395241885729e-09
12514110,4.6629933028477765e-09
12514140,4.933280572918689e-09
12514170,5.198825972495955e-09
12514200,5.460491662226463e-09
12514230,5.719139802766509e-09
12514260,5.972614993984287e-09
12514290,6.22264155668191e-09
12514320,6.469219491220355e-09
12514350,6.712348797931149e-09
12514380,6.950736236685774e-09
12514410,7.18438180768626e-09
12514440,7.414578751580607e-09
12514470,7.641327068581064e-09
12514500,7.863764598517477e-09
12514530,8.083615662239412e-09
12514560,8.2978626985594e-09
12514590,8.509954349083908e-09
12514620,8.716441972248513e-09
12514650,8.919049888855117e-09
12514680,9.118209179130658e-09
12514710,9.313057682574387e-09
12514740,9.504457559624134e-09
12514770,9.690253408847814e-09
12514800,9.872600631400711e-09
12514830,1.0051068146890611e-08
12514860,1.0224793794539332e-08
12514890,1.0394639734714966e-08
12514920,1.0558881645870364e-08
12514950,1.0719243848987725e-08
12514980,1.0874864183083125e-08
12515010,1.1026173728154715e-08
12515040,1.1173172483844369e-08
12515070,1.1314136128178037e-08
12515100,1.1450788982232142e-08
12515130,1.1582699965150177e-08
12515160,1.1709006915555983e-08
12515190,1.1831003074208027e-08
12515220,1.1934893865577258e-08
12515250,1.203792250714357e-08
12515280,1.2153883574576644e-08
12515310,1.2261654123988112e-08
12515340,1.2356492268603238e-08
12515370,1.2444002053961939e-08
12515400,1.2527632123595029e-08
12515430,1.2603933832309816e-08
12515460,1.267635582383939e-08
12515490,1.2740587291510657e-08
12515520,1.2799645798556977e-08
12515550,1.2851375940994667e-08
12515580,1.2897933121036597e-08
12515610,1.2936299773178573e-08
12515640,1.2968200218986166e-08
12515670,1.2993203376767272e-08
12515700,1.3012171406904109e-08
12515730,1.3023379985507493e-08
12515760,1.3027260192165251e-08
12515790,1.3024243106523606e-08
12515820,1.3013466565950806e-08
12515850,1.2996223811662368e-08
12515880,1.2969928357765296e-08
12515910,1.2936735607083571e-08
12515940,1.2895783396863651e-08
12515970,1.2844054159951147e-08
12516000,1.2785858703590635e-08
12516030,1.2720765945903467e-08
12516060,1.264705156224069e-08
12516090,1.2564715551402867e-08
12516120,1.2472895750338199e-08
12516150,1.237374756254495e-08
12516180,1.2268133148946718e-08
12516210,1.2149155212999554e-08
12516240,1.2022417806050511e-08
12516270,1.1887489846134696e-08
12516300,1.1743078089217684e-08
12516330,1.1589613615284073e-08
12516360,1.1428389666502519e-08
12516390,1.1254664350395391e-08
12516420,1.1073179557586981e-08
12516450,1.0883504206279274e-08
12516480,1.0680465322592114e-08
12516510,1.047139128434233e-08
12516540,1.0252833442139769e-08
12516570,1.0022636389683923e-08
12516600,9.782955532000941e-09
12516630,9.532066543983505e-09
12516660,9.27255591211458e-09
12516690,9.001837149073255e-09
12516720,8.721203498074202e-09
12516750,8.430223877753497e-09
12516780,8.129329369215025e-09
12516810,7.818088891267995e-09
12516840,7.49650244401149e-09
12516870,7.16457002765087e-09
12516900,6.822291642501315e-09
12516930,6.470098370233954e-09
12516960,6.107990211412111e-09
12516990,5.735105004208027e-09
12517020,5.351873830651737e-09
12517050,4.959589935447603e-09
12517080,4.5560979133379525e-09
12517110,4.1431220905569974e-09
12517140,3.7193692246123603e-09
12517170,3.2861325607696005e-09
12517200,2.843843181903283e-09
12517230,2.745556658082079e-09
12517260,2.9335081034509396e-09
12517290,3.030501400568252e-09
12517320,3.1003365782817917e-09
12517350,3.1662920256144033e-09
12517380,3.230523148959208e-09
12517410,3.2913056231594827e-09
12517440,3.3503637733327e-09
12517470,3.4064043555887626e-09
12517500,3.459427369887859e-09
12517530,3.5090017348916552e-09
12517560,3.5572828570272426e-09
12517590,3.602546411074553e-09
12517620,3.6452234782794475e-09
12517650,3.6861762211964997e-09
12517680,3.7241113958699773e-09
12517710,3.760322246159419e-09
12517740,3.793946609400669e-09
12517770,3.825415566845695e-09
12517800,3.855160199754476e-09
12517830,3.88188726412552e-09
12517860,3.9077521664858375e-09
12517890,3.929306256217952e-09
12517920,3.9508603464750875e-09
12517950,3.970690111923334e-09
12517980,3.987502308516299e-09
12518010,4.002159098841182e-09
12518040,4.0159537268420286e-09
12518070,4.026730785784616e-09
12518100,4.036645682295007e-09
12518130,4.043543009610741e-09
12518160,4.048716011690473e-09
12518190,4.052595769826095e-09
12518220,4.054320121262645e-09
12518250,4.054320147289111e-09
12518280,4.052164766489329e-09
12518310,4.0482850601580335e-09
12518340,4.042249946873933e-09
12518370,4.034921589304249e-09
12518400,4.025006743292952e-09
12518430,4.014229734254587e-09
12518460,4.0008662366515425e-09
12518490,3.985347331789784e-09
12518520,3.967673019607086e-09
12518550,3.949136544189468e-09
12518580,3.9275824985751985e-09
12518610,3.904735208240062e-09
12518640,3.879301428971543e-09
12518670,3.852143323491084e-09
12518700,3.8236919731465205e-09
12518730,3.79222305231011e-09
12518760,3.75989196791505e-09
12518790,3.724112231521423e-09
12518820,3.6866081686788353e-09
12518850,3.647379779349611e-09
12518880,3.6059959820897275e-09
12518910,3.5624567768597625e-09
12518940,3.516331082210536e-09
12518970,3.4684810609315664e-09
12519000,3.417613468749077e-09
12519030,3.365021549879497e-09
12519060,3.3102742228843674e-09
12519090,3.253802569166054e-09
12519120,3.1951755072898194e-09
12519150,3.1330997929698894e-09
12519180,3.068868670463292e-09
12519210,3.002482139767074e-09
12519240,2.933940200882863e-09
12519270,2.862380690958335e-09
12519300,2.789527935720334e-09
12519330,2.7132265280351766e-09
12519360,2.6343386307817933e-09
12519390,2.5545885697171125e-09
12519420,2.4709587748483434e-09
12519450,2.385604653377755e-09
12519480,2.2968018796177523e-09
12519510,2.205843697921884e-09
12519540,2.113161189784876e-09
12519570,2.017030029537989e-09
12519600,1.919174542992218e-09
12519630,1.818732567362055e-09
12519660,1.7148419398725836e-09
12519690,1.6096580677878685e-09
12519720,1.5018877069151153e-09
12519750,1.3906686945095607e-09
12519780,1.2777253564201132e-09
12519810,1.1626266113462027e-09
12519840,1.0449413780004264e-09
12519870,9.246696565352806e-10
12519900,8.013803656897327e-10
12519930,6.77228912747727e-10
12519960,5.48766646513369e-10
12519990,4.194422185390686e-10
12520020,2.8753130334049476e-10
12520050,1.5303390112851774e-10
12520080,1.724325635070463e-11
12520110,-1.2156495641153252e-10
12520140,-2.625285741029559e-10
12520170,-4.047854336841089e-10
12520200,-5.49628779112138e-10
12520230,-6.961964473333388e-10
12520260,-8.444884380907283e-10
12520290,-9.949358325023941e-10
12520320,-1.1475386302816997e-09
12520350,-1.3014346683845426e-09
12520380,-1.4566239465351392e-09
12520410,-1.6139686271793758e-09
12520440,-1.7721754659203184e-09
12520470,-1.9316755438316326e-09
12520500,-2.0920377792642896e-09
12520530,-2.2554175786362786e-09
12520560,-2.4187973722138604e-09
12520590,-2.5830393223922453e-09
12520620,-2.74771234754577e-09
12520650,-2.9136786100187e-09
12520680,-3.0809381094802055e-09
12520710,-3.2486286829935614e-09
12520740,-3.4158881676787143e-09
12520770,-3.584440888429861e-09
12520800,-3.752993601073068e-09
12520830,-3.817224639066066e-09
12520860,-3.79567050349734e-09
12520890,-3.798256918871756e-09
12520920,-3.804723065321034e-09
12520950,-3.809033805332685e-09
12520980,-3.8116202202840785e-09
12521010,-3.812051229080302e-09
12521040,-3.809895750658942e-09
12521070,-3.805153785193626e-09
12521100,-3.799549657639594e-09
12521130,-3.791790124509104e-09
12521160,-3.781013023590587e-09
12521190,-3.7680805174209765e-09
12521220,-3.753423687307922e-09
12521250,-3.737042533370466e-09
12521280,-3.718505974579637e-09
12521310,-3.6973829299369915e-09
12521340,-3.6753977241296563e-09
12521370,-3.65039495160682e-09
12521400,-3.6236678558964138e-09
12521430,-3.5952164371069703e-09
12521460,-3.5650406953447617e-09
12521490,-3.532709549621604e-09
12521520,-3.4982230000619096e-09
12521550,-3.4633053710944236e-09
12521580,-3.425801257400717e-09
12521610,-3.3870039023046323e-09
12521640,-3.3464822248199386e-09
12521670,-3.3050983871282524e-09
12521700,-3.2615591461514717e-09
12521730,-3.2167266640582605e-09
12521760,-3.1706009409059574e-09
12521790,-3.1240441387855915e-09
12521820,-3.0753319336623534e-09
12521850,-3.0253264876360545e-09
12521880,-2.9748899627479574e-09
12521910,-2.923591278010596e-09
12521940,-2.8705682714777407e-09
12521970,-2.8179763480945645e-09
12522000,-2.7636601029653817e-09
12522030,-2.7089127790368254e-09
12522060,-2.653734376302365e-09
12522090,-2.5981248947539143e-09
12522120,-2.540791091546016e-09
12522150,-2.48475053329695e-09
12522180,-2.4274167343223086e-09
12522210,-2.370514018352977e-09
12522240,-2.3123180616533977e-09
12522270,-2.2554153497352396e-09
12522300,-2.1972193970539104e-09
12522330,-2.1403166890504317e-09
12522360,-2.082982902044923e-09
12522390,-2.0256491169116324e-09
12522420,-1.9691774953903008e-09
12522450,-1.9127058756481635e-09
12522480,-1.8566653385267867e-09
12522510,-1.800624803102802e-09
12522540,-1.7454464310748799e-09
12522570,-1.691561303239902e-09
12522600,-1.638107257804362e-09
12522630,-1.5850842947197484e-09
12522660,-1.5333545756340353e-09
12522690,-1.482055938785599e-09
12522720,-1.4324816266444958e-09
12522750,-1.382907315788879e-09
12522780,-1.3354884103368768e-09
12522810,-1.288931667717448e-09
12522840,-1.2436681686976922e-09
12522870,-1.199266832395538e-09
12522900,-1.1574519820106028e-09
12522930,-1.1160682134012196e-09
12522960,-1.075977688140963e-09
12522990,-1.0380425677726023e-09
12523020,-1.0014006906226245e-09
12523050,-9.669142182218672e-10
12523080,-9.345831504942982e-10
12523110,-9.026831642251863e-10
12523140,-8.72938582513258e-10
12523170,-8.453494052880694e-10
12523200,-8.199156324810532e-10
12523230,-7.962061832548285e-10
12523260,-7.746521383219457e-10
12523290,-7.552534976186822e-10
12523320,-7.371480995627745e-10
12523350,-7.220602671400656e-10
12523380,-7.082656772576313e-10
12523410,-6.974886528756747e-10
12523440,-6.888670324232129e-10
12523470,-6.815386543574012e-10
12523500,-6.776589223389195e-10
12523530,-6.755035133369303e-10
12523560,-6.759345887708708e-10
12523590,-6.785210678454632e-10
12523620,-6.83694031230638e-10
12523650,-6.905913174151011e-10
12523680,-7.009372492287992e-10
12523710,-7.121453422898957e-10
12523740,-7.272331615569811e-10
12523770,-7.436142226771943e-10
12523800,-7.630128484326099e-10
12523830,-7.854290387409516e-10
12523860,-8.10000632121507e-10
12523890,-8.367276285095103e-10
12523920,-8.660411085295508e-10
12523950,-8.975099914146733e-10
12523980,-9.324275191456126e-10
12524010,-9.699315302555229e-10
12524040,-1.0087287826280771e-09
12524070,-1.050543598897492e-09
12524100,-1.0945138176219542e-09
12524130,-1.1410705193816026e-09
12524160,-1.1897826234161305e-09
12524190,-1.2406501296345094e-09
12524220,-1.2945351992472173e-09
12524250,-1.3497135095382302e-09
12524280,-1.4074783023631595e-09
12524310,-1.4669674163246521e-09
12524340,-1.529474093232093e-09
12524370,-1.5937050910537703e-09
12524400,-1.6600914903120965e-09
12524430,-1.753635966816127e-09
12524460,-1.8670101489998185e-09
12524490,-1.970900554513513e-09
12524520,-2.0704801508763215e-09
12524550,-2.169197582968961e-09
12524580,-2.2644663671740105e-09
12524610,-2.3588729870889256e-09
12524640,-2.451124200926977e-09
12524670,-2.540788928131944e-09
12524700,-2.6287293298946193e-09
12524730,-2.7145143256655538e-09
12524760,-2.7981439154854365e-09
12524790,-2.879618099400901e-09
12524820,-2.958936877464377e-09
12524850,-3.0356691691930207e-09
12524880,-3.111108216273187e-09
12524910,-3.1839607771510303e-09
12524940,-3.2546579324415974e-09
12524970,-3.323199682224052e-09
12525000,-3.389586026582434e-09
12525030,-3.4538169656055086e-09
12525060,-3.5154614188937848e-09
12525090,-3.575381547537827e-09
12525120,-3.6327151906613343e-09
12525150,-3.6874623483924315e-09
12525180,-3.740485181790564e-09
12525210,-3.79135261049129e-09
12525240,-3.839202473715168e-09
12525270,-3.886190173832784e-09
12525300,-3.929298147867529e-09
12525330,-3.9715439590168354e-09
12525360,-4.010772205253076e-09
12525390,-4.048707208394958e-09
12525420,-4.083624646923197e-09
12525450,-4.11595560141687e-09
12525480,-4.146993313197852e-09
12525510,-4.175013460848355e-09
12525540,-4.201740366040194e-09
12525570,-4.224587546699243e-09
12525600,-4.245710404838617e-09
12525630,-4.265108940582636e-09
12525660,-4.28278315405665e-09
12525690,-4.297870884727973e-09
12525720,-4.3108032130938305e-09
12525750,-4.321580139306397e-09
12525780,-4.329770583213377e-09
12525810,-4.336667785882749e-09
12525840,-4.340116345975535e-09
12525870,-4.342271665120855e-09
12525900,-4.342271582878226e-09
12525930,-4.339685019136358e-09
12525960,-4.334511974072098e-09
12525990,-4.328476768853093e-09
12526020,-4.3198550825982814e-09
12526050,-4.30821583525052e-09
12526080,-4.295714428125341e-09
12526110,-4.280195460220397e-09
12526140,-4.263814332768164e-09
12526170,-4.244415644844065e-09
12526200,-4.223292637214334e-09
12526230,-4.199152069445889e-09
12526260,-4.175011502954007e-09
12526290,-4.1469912162521315e-09
12526320,-4.1181087706892835e-09
12526350,-4.086208765566361e-09
12526380,-4.05301552164007e-09
12526410,-4.017666878718758e-09
12526440,-3.980593917058187e-09
12526470,-3.941365556637028e-09
12526500,-3.899981797575856e-09
12526530,-3.856873720099512e-09
12526560,-3.811179164100422e-09
12526590,-3.7650535301753864e-09
12526620,-3.7163414179180953e-09
12526650,-3.6650428274548455e-09
12526680,-3.6120199190508406e-09
12526710,-3.5585659329761833e-09
12526740,-3.5020943888959924e-09
12526770,-3.4430363669924365e-09
12526800,-3.3835472675930235e-09
12526830,-3.321040610474181e-09
12526860,-3.258102875940581e-09
12526890,-3.1921475838400714e-09
12526920,-3.1248990543547245e-09
12526950,-3.055926207500053e-09
12526980,-2.984797963312469e-09
12527010,-2.91151432184843e-09
12527040,-2.8377996031371136e-09
12527070,-2.7619294872014017e-09
12527100,-2.683472894101153e-09
12527130,-2.603291983845558e-09
12527160,-2.521817836422463e-09
12527190,-2.4386193718603833e-09
12527220,-2.3536965901660852e-09
12527250,-2.267049491341516e-09
12527280,-2.1786780753837237e-09
12527310,-2.088582342284771e-09
12527340,-1.9959001321473605e-09
12527370,-1.902786844668606e-09
12527400,-1.8075181600518682e-09
12527430,-1.710525158210589e-09
12527460,-1.6113767591857851e-09
12527490,-1.510935122791573e-09
12527520,-1.4083380891367013e-09
12527550,-1.3048788979216e-09
12527580,-1.199264309338399e-09
12527610,-1.0919254032417468e-09
12527640,-9.82431099659947e-10
12527670,-8.720746382285388e-10
12527700,-7.591316992596691e-10
12527730,-6.448955223673566e-10
12527760,-5.285039476661931e-10
12527790,-4.1038805495353524e-10
12527820,-2.914100038976828e-10
12527850,-1.6941439494627242e-10
12527880,-4.698770729823378e-11
12527910,7.888761836147181e-11
12527940,2.0562510286579407e-10
12527970,3.340869061225329e-10
12528000,4.6427302827975745e-10
12528030,4.151299211408366e-10
12528060,3.1080859011868135e-10
12528090,2.267480137164523e-10
12528120,1.638103515578813e-10
12528150,7.931869625486087e-11
12528180,-4.310798692759501e-13
12528210,-7.026601840268191e-11
12528240,-1.3880771673291305e-10
12528270,-2.047629352418669e-10
12528300,-2.6726951420174585e-10
12528330,-3.271896133454101e-10
12528360,-3.840921528225303e-10
12528390,-4.3797713265203535e-10
12528420,-4.888445528581789e-10
12528450,-5.366944134702635e-10
12528480,-5.823888742177194e-10
12528510,-6.246346955883798e-10
12528540,-6.638629574749841e-10
12528570,-7.005047397638518e-10
12528600,-7.341289626597763e-10
12528630,-7.647356262159941e-10
12528660,-7.923247304887539e-10
12528690,-8.173273553657924e-10
12528720,-8.397435008999042e-10
12528750,-8.582799276767013e-10
12528780,-8.74660955059294e-10
12528810,-8.880244234624921e-10
12528840,-8.983703329541932e-10
12528870,-9.061297634145673e-10
12528900,-9.113027149042502e-10
12528930,-9.138891874842336e-10
12528960,-9.13889181215626e-10
12528990,-9.113026961594186e-10
12529020,-9.061297323762563e-10
12529050,-8.979392101325854e-10
12529080,-8.875932890778755e-10
12529110,-8.74660889473861e-10
12529140,-8.600041709475162e-10
12529170,-8.427609739732775e-10
12529200,-8.233623783847212e-10
12529230,-8.022394640025309e-10
12529260,-7.780989915398463e-10
12529290,-7.522342003667907e-10
12529320,-7.24645090513996e-10
12529350,-6.953316620102969e-10
12529380,-6.642939148826539e-10
12529410,-6.315318491560851e-10
12529440,-5.970454648536054e-10
12529470,-5.604036822406133e-10
12529500,-5.233308203558325e-10
12529530,-4.841025601914309e-10
12529560,-4.431499815177066e-10
12529590,-4.02628483078893e-10
12529620,-3.595205066437063e-10
12529650,-3.159814509442259e-10
12529680,-2.715802362286509e-10
12529710,-2.258857827520607e-10
12529740,-1.788980905119812e-10
12529770,-1.3320363791026606e-10
12529800,-8.535378704870775e-11
12529830,-3.7072856854781634e-11
12529860,1.1208072960213306e-11
12529890,5.948900241955483e-11
12529920,1.0820101127287411e-10
12529950,1.5777517926421181e-10
12529980,2.0648718751557399e-10
12530010,2.5606135494732124e-10
12530040,3.0391120325024973e-10
12530070,3.5348537022012557e-10
12530100,4.013352181171371e-10
12530130,4.4961614556507e-10
12530160,4.966038337160414e-10
12530190,5.435915217473043e-10
12530220,5.897170502492792e-10
12530250,6.354114989607818e-10
12530280,6.798127084754787e-10
12530310,7.224895991039393e-10
12530340,7.660286491447272e-10
12530370,8.078433803380881e-10
12530400,8.483648724157249e-10
12530430,8.875931253944119e-10
12530460,9.255281392890781e-10
12530490,9.617388344021977e-10
12530520,9.96656290456131e-10
12530550,1.0307115871704913e-09
12530580,1.0630425651323423e-09
12530610,1.093218144638001e-09
12530640,1.122531564822019e-09
12530670,1.1505517459769426e-09
12530700,1.1755543692637906e-09
12530730,1.1996948332319432e-09
12530760,1.221679898749052e-09
12530790,1.241940645521479e-09
12530820,1.2609081532547447e-09
12530850,1.2772891828111075e-09
12530880,1.2919458936039072e-09
12530910,1.3044472059136845e-09
12530940,1.3156552791533253e-09
12530970,1.3251390336020612e-09
12531000,1.3320363098256233e-09
12531030,1.3376403469480452e-09
12531060,1.3410889855339849e-09
12531090,1.342382225571188e-09
12531120,1.3428133061865364e-09
12531150,1.340226828803676e-09
12531180,1.3372092716907278e-09
12531210,1.3311741565559934e-09
12531240,1.3238458022434522e-09
12531270,1.3160863681732385e-09
12531300,1.305309376050234e-09
12531330,1.2941013041536441e-09
12531360,1.2811689133327776e-09
12531390,1.2665122035812111e-09
12531420,1.2514244140400314e-09
12531450,1.2346123055594702e-09
12531480,1.2178001969993162e-09
12531510,1.198832689779528e-09
12531540,1.1794341027625872e-09
12531570,1.1596044359492987e-09
12531600,1.1389126096253194e-09
12531630,1.1182207832254517e-09
12531660,1.0988221959024841e-09
12531690,1.079423608514146e-09
12531720,1.0608871804979876e-09
12531750,1.0436439915752051e-09
12531780,1.0264008026043202e-09
12531810,1.0095886933069316e-09
12531840,9.95363062264563e-10
12531870,9.819995906200988e-10
12531900,9.699293580929608e-10
12531930,9.595834444014307e-10
12531960,9.500996901198816e-10
12531990,9.427713343942454e-10
12532020,9.37167297512342e-10
12532050,9.319943403361212e-10
12532080,9.298389411487358e-10
12532110,9.294078608111202e-10
12532140,9.302700196127295e-10
12532170,9.332875769809764e-10
12532200,9.384605329172983e-10
12532230,9.453578077117834e-10
12532260,9.535483216560123e-10
12532290,9.638942341765481e-10
12532320,9.763955452767004e-10
12532350,9.906211752498187e-10
